,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;Glycomycetaceae;NA;NA;,0.000176,0.000168,0.000123,0.000235,0.000325,0.000084,0.000180,0.000410,0.000125,0.000094,0.000126,0.000355,0.000168,0.000348,0.000067,0.000016,0.000125,0.000129
Bacteria;Cyanobacteria;NA;Oscillatoriales;Microcoleaceae;NA;NA;,0.000176,0.000183,0.000263,0.000278,0.000179,0.000384,0.000143,0.000157,0.000205,0.000098,0.000161,0.000138,0.000254,0.000318,0.000107,0.000063,0.000328,0.000210
Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae;NA;NA;,0.000174,0.000110,0.000188,0.000311,0.000151,0.000110,0.000566,0.000866,0.000162,0.000119,0.000262,0.000265,0.000149,0.000147,0.000266,0.000069,0.000109,0.000269
Archaea;Euryarchaeota;Methanomicrobia;Methanocellales;Methanocellaceae;NA;NA;,0.000174,0.000160,0.000088,0.000126,0.000061,0.000059,0.000114,0.000092,0.000080,0.000167,0.000192,0.000111,0.000094,0.000029,0.000080,0.000006,0.000029,0.000017
Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;NA;NA;,0.000169,0.000228,0.000096,0.000235,0.000185,0.000256,0.000320,0.000102,0.000282,0.000308,0.000154,0.000502,0.000292,0.000239,0.000091,0.000034,0.000196,0.000140
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;NA;NA;,0.000167,0.000534,0.000433,0.000326,0.000523,0.000220,0.000228,0.001341,0.000274,0.000224,0.000367,0.000752,0.000471,0.000402,0.000531,0.000119,0.000241,0.000269
Bacteria;Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;NA;NA;,0.000167,0.000270,0.000228,0.000233,0.000086,0.000094,0.000092,0.000114,0.000117,0.000244,0.000084,0.000169,0.000126,0.000176,0.000121,0.000047,0.000106,0.000101
Bacteria;Cyanobacteria;NA;Nostocales;Aphanizomenonaceae;NA;NA;,0.000167,0.000359,0.000363,0.000252,0.000186,0.001268,0.000140,0.000034,0.000123,0.000050,0.000164,0.000178,0.000244,0.000913,0.000223,0.000053,0.000154,0.000136
Bacteria;Bacteroidetes;NA;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;NA;NA;,0.000160,0.000259,0.000171,0.000354,0.000279,0.000131,0.000210,0.000388,0.000385,0.000486,0.000336,0.000165,0.000292,0.000289,0.000198,0.000416,0.000279,0.000416
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Bernardetiaceae;NA;NA;,0.000160,0.000348,0.000311,0.000406,0.000366,0.000082,0.000180,0.000259,0.000180,0.000262,0.000262,0.000325,0.000141,0.000230,0.000110,0.000038,0.000321,0.000175
Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;NA;NA;,0.000157,0.000134,0.000285,0.000252,0.000212,0.000206,0.000132,0.000327,0.000219,0.000228,0.000234,0.000135,0.000147,0.000109,0.000392,0.000050,0.000241,0.000115
Bacteria;Proteobacteria;Gammaproteobacteria;NA;Candidatus Competibacteraceae;NA;NA;,0.000157,0.000254,0.000403,0.000271,0.000445,0.000183,0.000257,0.000663,0.000356,0.000146,0.000189,0.000241,0.000246,0.000201,0.000123,0.000219,0.000215,0.000321
Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;NA;NA;,0.000155,0.000065,0.000079,0.000083,0.000052,0.000091,0.000077,0.000154,0.000023,0.000132,0.000199,0.000057,0.000056,0.000059,0.000089,0.000019,0.000135,0.000007
Eukaryota;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;NA;NA;,0.000150,0.000395,0.000451,0.000043,0.000229,0.000098,0.000121,0.000022,0.000023,0.000037,0.000066,0.000205,0.000014,0.000331,0.000115,0.000016,0.000029,0.000014
Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanotrichaceae;NA;NA;,0.000150,0.000141,0.000061,0.000188,0.000144,0.000171,0.000221,0.000274,0.000180,0.000119,0.000147,0.000367,0.000219,0.000230,0.000099,0.000075,0.000308,0.000161
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanospirillaceae;NA;NA;,0.000150,0.000173,0.000057,0.000050,0.000049,0.000030,0.000154,0.000176,0.000011,0.000130,0.000021,0.000087,0.000102,0.000025,0.000032,0,0.000032,0.000045
Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;NA;NA;,0.000150,0.000217,0.000188,0.000214,0.000122,0.000120,0.000276,0.000521,0.000393,0.000235,0.000224,0.000220,0.000134,0.000251,0.000137,0.000053,0.000382,0.000534
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;NA;NA;,0.000146,0.000275,0.000171,0.000192,0.000105,0.000216,0.000077,0.000234,0.000265,0.000258,0.000056,0.000159,0.000214,0.000084,0.000333,0.000003,0.000109,0.000056
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;NA;NA;,0.000146,0.000291,0.000193,0.000235,0.000151,0.000284,0.000779,0.000632,0.000795,0.000087,0.000294,0.000169,0.000276,0.000323,0.000086,0.000797,0.000527,0.000377
Eukaryota;Discosea;NA;Longamoebia;Acanthamoebidae;NA;NA;,0.000143,0.000194,0.000158,0.000067,0.000154,0.000066,0.000085,0.000086,0.000031,0.000002,0.000066,0.000144,0.000016,0.000339,0.000059,0.000022,0.000055,0.000035
Bacteria;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;NA;NA;,0.000143,0.000136,0.000302,0.000230,0.000240,0.000654,0.000165,0.000194,0.000496,0.000221,0.000150,0.000238,0.000182,0.000247,0.000080,0.000063,0.000090,0.000262
Eukaryota;NA;Dinophyceae;Suessiales;Symbiodiniaceae;NA;NA;,0.000143,0.000348,0.000140,0.000159,0.000049,0.000059,0.000099,0.000055,0.000040,0.000014,0.000056,0.000232,0.000018,0.000147,0.000099,0,0.000039,0.000024
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Budviciaceae;NA;NA;,0.000143,0.000642,0.000258,0.000219,0.000154,0.000162,0.000331,0.000330,0.000245,0.000244,0.000182,0.000430,0.000123,0.000138,0.000110,0.000278,0.000257,0.000150
Bacteria;Cyanobacteria;NA;Synechococcales;Prochloraceae;NA;NA;,0.000141,0.000220,0.000083,0.000131,0.000188,0.000206,0.000154,0.000105,0.000145,0.000180,0.000213,0.000265,0.000171,0.000071,0.000198,0.000056,0.000125,0.000066
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Nautiliaceae;NA;NA;,0.000141,0.000157,0.000363,0.000316,0.000076,0.000171,0.000074,0.000542,0.000134,0.000123,0.000168,0.000223,0.000126,0.000176,0.000190,0.000106,0.000331,0.000223
Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;NA;NA;,0.000141,0.000073,0.000109,0.000316,0.000063,0.000115,0.000224,0.000055,0.000100,0.000203,0.000136,0.000117,0.000142,0.000130,0.000059,0.000025,0.000096,0.000024
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae;NA;NA;,0.000141,0.000280,0.002588,0.006135,0.000362,0.000110,0.000129,0.000681,0.000194,0.000538,0.000224,0.001652,0.000235,0.000272,0.000142,0.000216,0.001397,0.000573
Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;NA;NA;,0.000141,0.000343,0.000333,0.000183,0.000257,0.000096,0.000081,0.002065,0.000234,0.000372,0.000224,0.000090,0.000288,0.000168,0.000083,0.000359,0.000119,0.000436
Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Rubricoccaceae;NA;NA;,0.000139,0.000147,0.000140,0.000482,0.000134,0.000096,0.000092,0.000166,0.000217,0.000100,0.000294,0.000165,0.000236,0.000159,0.000099,0.000009,0.000376,0.000321
Eukaryota;NA;Choanoflagellata;Craspedida;Salpingoecidae;NA;NA;,0.000137,0.000401,0.000429,0.000278,0.000225,0.000063,0.000206,0.000105,0.000060,0.000068,0.000178,0.000292,0.000029,0.000515,0.000105,0.000047,0.000087,0.000035
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;NA;NA;,0.000137,0.000123,0.000123,0.000067,0.000403,0.000101,0.000154,0.000635,0.000100,0.000153,0.000098,0.000135,0.000081,0.000105,0.000046,0.000113,0.000051,0.000087
Eukaryota;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;NA;NA;,0.000137,0.000304,0.000482,0.000076,0.000168,0.000117,0.000195,0.000194,0.000034,0.000548,0.000105,0.000292,0.000225,0.000423,0.000113,0.000041,0.000035,0.000056
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;NA;NA;,0.000137,0.000065,0.000363,0.000197,0.000034,0.000021,0.000037,0.000166,0.000040,0.000046,0.000098,0.000027,0.000040,0.000013,0.000005,0.000009,0.000058,0.000042
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;NA;NA;,0.000134,0.000107,0.000123,0.000152,0.000103,0.000143,0.000118,0.000206,0.000103,0.000160,0.000147,0.000169,0.000193,0.000214,0.000166,0.000028,0.000225,0.000223
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Anaeromyxobacteraceae;NA;NA;,0.000134,0.000162,0.000180,0.000050,0.000071,0.000066,0.000055,0.000228,0.000182,0.000119,0.000073,0.000123,0.000085,0.000042,0.000019,0.000044,0.000077,0.000056
Eukaryota;Zoopagomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;NA;NA;,0.000132,0.000204,0.000184,0.000007,0.000025,0.000059,0.000055,0.000077,0.000011,0.000023,0.000024,0.000096,0.000016,0.000109,0.000024,0.000013,0.000003,0.000017
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;NA;NA;,0.000132,0.000191,0.000293,0.000173,0.000110,0.000110,0.000125,0.000043,0.000054,0.000071,0.000091,0.000223,0.000102,0.000364,0.000126,0.000016,0.000055,0.000042
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;NA;NA;,0.000132,0.000139,0.000276,0.000304,0.000159,0.000101,0.000118,0.000539,0.000217,0.000208,0.000199,0.000220,0.000125,0.000260,0.000215,0.000047,0.000373,0.000384
Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;NA;NA;,0.000130,0.000079,0.000053,0.000038,0.000112,0.000814,0.000070,0.000062,0.000048,0.000037,0.000042,0.000087,0.000026,0.000092,0.000021,0.000016,0.000077,0.000024
Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;NA;NA;,0.000130,0.000107,0.000236,0.000230,0.000103,0.000082,0.000338,0.000234,0.000202,0.000091,0.000336,0.000175,0.000121,0.000038,0.000051,0.000191,0.000186,0.000297
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;NA;NA;,0.000127,0.000105,0.000131,0.000288,0.000081,0.000176,0.000460,0.000358,0.000433,0.000068,0.000227,0.000153,0.000153,0.000134,0.000035,0.000359,0.000312,0.000213
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;NA;NA;,0.000127,0.000330,0.000342,0.000169,0.000269,0.000307,0.000165,0.000317,0.000160,0.000178,0.000119,0.000680,0.000382,0.000268,0.000212,0.000125,0.000193,0.000143
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;NA;NA;,0.000127,0.000055,0.000092,0.000143,0.000056,0.000056,0.000059,0.000151,0.000060,0.000105,0.000084,0.000114,0.000072,0.000138,0.000094,0.000013,0.000103,0.000115
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;NA;NA;,0.000125,0.000120,0.000236,0.000162,0.000069,0.000108,0.000257,0.000071,0.000465,0.000100,0.000150,0.000138,0.000161,0.000176,0.000072,0.000063,0.000215,0.000199
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;NA;NA;,0.000125,0.000288,0.000267,0.000219,0.000264,0.000066,0.000129,0.000256,0.000134,0.000114,0.000185,0.000135,0.000176,0.000067,0.000062,0.000184,0.000858,0.000189
Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;NA;,0.000125,0.000170,0.000144,0.000143,0.000152,0.000030,0.000081,0.000527,0.000097,0.000071,0.000182,0.000156,0.000102,0.000088,0.000056,0.000034,0.000440,0.000272
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;NA;NA;,0.000125,0.000168,0.000180,0.000067,0.000086,0.000056,0.000173,0.000311,0.000026,0.000176,0.000098,0.000141,0.000037,0.000226,0.000105,0.000025,0.000186,0.000052
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;NA;NA;,0.000125,0.000113,0.000215,0.000038,0.000113,0.000047,0.000092,0.000025,0.000029,0.000041,0.000045,0.000144,0.000019,0.000247,0.000043,0.000050,0.000013,0.000035
Eukaryota;Ciliophora;Heterotrichea;Heterotrichida;Stentoridae;NA;NA;,0.000123,0.000160,0.000206,0.000059,0.000102,0.000035,0.000107,0.000037,0.000029,0.000021,0.000056,0.000165,0.000003,0.000318,0.000051,0.000028,0.000035,0.000038
Eukaryota;Evosea;Variosea;Cavosteliida;Cavosteliaceae;NA;NA;,0.000123,0.000175,0.000250,0.000095,0.000166,0.000054,0.000261,0.000737,0.000031,0.000075,0.000056,0.000175,0.000008,0.000323,0.000048,0.000050,0.000080,0.000136
Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;NA;NA;,0.000123,0.000003,0.000022,0.000014,0.000003,0.000009,0.000044,0.000006,0.000003,0.000011,0.000003,0.000027,0.000056,0.000021,0,0,0.000006,0.000003
Bacteria;Cyanobacteria;NA;Chroococcales;Chroococcaceae;NA;NA;,0.000123,0.000107,0.000070,0.000162,0.000083,0.000047,0.000107,0.000105,0.000043,0.000021,0.000112,0.000187,0.000105,0.000113,0.000080,0.000006,0.000055,0.000101
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;NA;NA;,0.000120,0.000254,0.000219,0.000109,0.000207,0.000075,0.000143,0.000028,0.000054,0.000043,0.000108,0.000223,0.000062,0.000507,0.000089,0.000038,0.000029,0.000045
Bacteria;Fibrobacteres;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae;NA;NA;,0.000120,0.000076,0.000035,0.000059,0.000044,0.000019,0.000026,0.000348,0.000051,0.000089,0.000063,0.000039,0.000035,0.000067,0.000005,0.000072,0.000064,0.000161
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;NA;NA;,0.000120,0.000113,0.000101,0.000093,0.000078,0.000108,0.000074,0.000570,0.000131,0.000096,0.000052,0.000069,0.000070,0.000138,0.000107,0.000109,0.000222,0.000234
Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;NA;NA;,0.000120,0.000120,0.000079,0.000067,0.000125,0.000080,0.000169,0.000321,0.000083,0.000034,0.000245,0.000238,0.000067,0.000067,0.000131,0.000059,0.000270,0.000122
Bacteria;Actinobacteria;Nitriliruptoria;Egibacterales;Egibacteraceae;NA;NA;,0.000120,0.000008,0.000031,0.000038,0.000139,0.000019,0.000022,0.000022,0.000014,0.000041,0.000098,0.000060,0.000058,0.000067,0.000016,0.000006,0.000029,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;NA;NA;,0.000120,0.000102,0.000171,0.000147,0.000083,0.000108,0.000077,0.000419,0.000254,0.000110,0.000168,0.000217,0.000061,0.000138,0.000153,0.000191,0.000267,0.000332
Bacteria;Proteobacteria;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;NA;NA;,0.000120,0.000065,0.000328,0.000185,0.000091,0.000040,0.000026,0.000092,0.000031,0.000098,0.000115,0.000150,0.000038,0.000180,0.000056,0.000150,0.000401,0.000391
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Raineyaceae;NA;NA;,0.000120,0.000183,0.000267,0.000226,0.000230,0.000080,0.000243,0.000151,0.000524,0.000155,0.000182,0.000193,0.000058,0.000235,0.000091,0.000041,0.000446,0.000335
Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;NA;NA;,0.000118,0.000084,0.000193,0.000216,0.000242,0.000181,0.000107,0.001017,0.000838,0.000164,0.000199,0.000162,0.000131,0.000222,0.000035,0.000081,0.000141,0.000321
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;NA;NA;,0.000118,0.000073,0.000263,0.000145,0.000093,0.000026,0.000088,0.000379,0.000077,0.000110,0.000171,0.000117,0.000054,0.000180,0.000156,0.000022,0.000276,0.000189
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;NA;NA;,0.000118,0.000178,0.000158,0.000290,0.000073,0.000120,0.000129,0.000092,0.000231,0.000173,0.000133,0.000141,0.000115,0.000121,0.000091,0.000072,0.000183,0.000175
Bacteria;Cyanobacteria;NA;Synechococcales;Chamaesiphonaceae;NA;NA;,0.000118,0.000008,0.000035,0.000024,0.000005,0.000469,0.000062,0.000009,0.000011,0.000064,0.000014,0.000051,0.000080,0.000008,0.000005,0.000003,0.000022,0.000003
Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Cryptosporidiidae;NA;NA;,0.000116,0.000196,0.000311,0.000031,0.000168,0.000035,0.000129,0.000022,0.000020,0.000027,0.000031,0.000162,0.000003,0.000268,0.000048,0.000019,0.000045,0.000010
Eukaryota;NA;NA;NA;Apusomonadidae;NA;NA;,0.000116,0.000220,0.000241,0.000048,0.000225,0.000049,0.000121,0.000083,0.000063,0.000027,0.000070,0.000141,0.000003,0.000260,0.000089,0.000034,0.000022,0.000024
Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;NA;NA;,0.000113,0.000270,0.000153,0.000040,0.000110,0.000059,0.000165,0.000028,0.000040,0.000032,0.000045,0.000205,0.000050,0.000235,0.000032,0.000013,0.000058,0.000024
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;NA;NA;,0.000113,0.000097,0.000184,0.000150,0.000130,0.000117,0.000353,0.000721,0.000208,0.000185,0.000101,0.000247,0.000200,0.000201,0.000059,0.000166,0.000141,0.000269
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;NA;NA;,0.000113,0.000115,0.000263,0.000143,0.000078,0.000166,0.000070,0.000475,0.000128,0.000365,0.000129,0.000123,0.000109,0.000084,0.000046,0.000044,0.000180,0.000199
Bacteria;Cyanobacteria;NA;Pleurocapsales;Dermocarpellaceae;NA;NA;,0.000113,0.000005,0.000009,0.000031,0.000103,0.000026,0.000037,0.000003,0.000029,0.000005,0.000056,0.000036,0.000021,0.000046,0.000005,0,0.000048,0.000028
Eukaryota;Perkinsozoa;NA;Perkinsida;Perkinsidae;NA;NA;,0.000111,0.000207,0.000092,0.000059,0.000144,0.000211,0.000202,0.000037,0.000083,0.000059,0.000185,0.000087,0.000032,0.000787,0.000078,0.000116,0.000080,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;NA;NA;,0.000111,0.000086,0.000123,0.000207,0.000058,0.000054,0.000151,0.000259,0.000074,0.000089,0.000150,0.000063,0.000326,0.000059,0.000048,0.000019,0.000463,0.000206
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Elioraeaceae;NA;NA;,0.000111,0.000071,0.000193,0.000093,0.000056,0.000042,0.000051,0.000225,0.000094,0.000096,0.000129,0.000147,0.000056,0.000121,0.000059,0.000003,0.000238,0.000150
Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;NA;NA;,0.000109,0.000105,0.000101,0.000043,0.000091,0.000040,0.000092,0.000653,0.000026,0.000096,0.000080,0.000084,0.000022,0.000134,0.000035,0.000056,0.000048,0.000073
Eukaryota;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;NA;NA;,0.000109,0.000325,0.000285,0.000048,0.000140,0.000059,0.000180,0.000025,0.000020,0.000032,0.000038,0.000217,0.000013,0.000352,0.000078,0.000069,0.000022,0.000014
Bacteria;Cyanobacteria;NA;Synechococcales;Merismopediaceae;NA;NA;,0.000109,0.000511,0.000083,0.000050,0.000025,0.000612,0.000037,0.000092,0.000060,0.000087,0.000112,0.000039,0.000205,0.000071,0.000443,0.000006,0.000026,0.000028
Eukaryota;NA;NA;NA;Vitrellaceae;NA;NA;,0.000109,0.000230,0.000127,0.000083,0.000102,0.000052,0.000239,0.000173,0.000034,0.000205,0.000077,0.000126,0.000026,0.000293,0.000032,0.000025,0.000061,0.000035
Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;NA;NA;,0.000106,0.000162,0.000250,0.000100,0.000139,0.000059,0.000103,0.000213,0.000083,0.000064,0.000101,0.000190,0.000029,0.000218,0.000059,0.000031,0.000019,0.000045
Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;NA;NA;,0.000106,0.000160,0.000285,0.000057,0.000168,0.000066,0.000107,0.000234,0.000060,0.000055,0.000035,0.000117,0.000010,0.000180,0.000038,0.000022,0.000045,0.000129
Bacteria;Actinobacteria;Actinobacteria;Jiangellales;Jiangellaceae;NA;NA;,0.000106,0.000076,0.000460,0.000233,0.000080,0.000192,0.000099,0.000086,0.000063,0.000084,0.000105,0.000175,0.000139,0.000092,0.000601,0.000053,0.000090,0.000070
Bacteria;Cyanobacteria;NA;Nostocales;Hapalosiphonaceae;NA;NA;,0.000106,0.000134,0.000219,0.000052,0.000169,0.000115,0.000107,0.000092,0.000197,0.000078,0.000178,0.000135,0.000177,0.000147,0.000456,0.000059,0.000141,0.000087
Eukaryota;NA;Glaucocystophyceae;NA;Cyanophoraceae;NA;NA;,0.000104,0.000262,0.000101,0.000005,0.000010,0.000030,0.000011,0,0.000011,0.000002,0.000035,0.000120,0.000010,0.000021,0.000019,0,0,0
Bacteria;Verrucomicrobia;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae;NA;NA;,0.000104,0.000181,0.000407,0.000121,0.000032,0.000077,0.000173,0.000284,0.000197,0.000041,0.000084,0.000150,0.000054,0.000054,0.000016,0.000097,0.000128,0.000066
Eukaryota;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;NA;NA;,0.000104,0.000272,0.000175,0.000078,0.000200,0.000077,0.000228,0.000049,0.000057,0.000014,0.000077,0.000135,0.000018,0.000850,0.000056,0.000063,0.000093,0.000024
Bacteria;Cyanobacteria;NA;Nostocales;Calotrichaceae;NA;NA;,0.000104,0.000249,0.000302,0.000154,0.000135,0.000232,0.000250,0.000382,0.000140,0.000171,0.000108,0.000286,0.000161,0.000218,0.000121,0.000009,0.000392,0.000091
Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Simkaniaceae;NA;NA;,0.000102,0.000016,0.000031,0.000005,0.000014,0.000016,0.000103,0.000120,0.000009,0.000016,0.000014,0.000030,0.000058,0.000075,0.000024,0.000025,0.000013,0.000038
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;NA;NA;,0.000102,0.000024,0.000048,0.000059,0.000030,0.000063,0.000040,0.000157,0.000054,0.000055,0.000049,0.000078,0.000075,0.000013,0.000013,0.000022,0.000055,0.000024
Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;NA;NA;,0.000102,0.000123,0.000175,0.000021,0.000061,0.000052,0.000033,0.000046,0.000037,0.000032,0.000049,0.000096,0.000026,0.000201,0.000038,0.000013,0.000048,0.000147
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;NA;NA;,0.000100,0.000076,0.000210,0.000100,0.000032,0.000068,0.000029,0.000040,0.000009,0.000110,0.000266,0.000099,0.000027,0.000042,0.000078,0,0.000035,0.000017
